ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list
CR536152656029155328,AR161795335050493952,https://transparencyreport.google.com/political-ads/library/advertiser/AR161795335050493952/creative/CR536152656029155328,Text,US,2018-06-08,2018-06-26,CA103389277383032832
CR115928932619911168,AR162812108428279808,https://transparencyreport.google.com/political-ads/library/advertiser/AR162812108428279808/creative/CR115928932619911168,Text,"EU, GR",2019-06-20,2019-07-04,CA203485242562969600
CR126906456711626752,AR162812108428279808,https://transparencyreport.google.com/political-ads/library/advertiser/AR162812108428279808/creative/CR126906456711626752,Image,"EU, GR",2019-06-24,2019-07-04,CA516626154153574400
CR151816992150519808,AR162812108428279808,https://transparencyreport.google.com/political-ads/library/advertiser/AR162812108428279808/creative/CR151816992150519808,Image,"EU, GR",2019-06-24,2019-07-04,CA516626154153574400
CR9390653934927872,AR162812108428279808,https://transparencyreport.google.com/political-ads/library/advertiser/AR162812108428279808/creative/CR9390653934927872,Video,"EU, GR",2019-06-20,2019-06-21,CA106094900621082624
CR293073724872065024,AR164999311933833216,https://transparencyreport.google.com/political-ads/library/advertiser/AR164999311933833216/creative/CR293073724872065024,Text,US,2018-09-25,2018-11-06,CA118555940776574976
CR350142913839104000,AR165256735093686272,https://transparencyreport.google.com/political-ads/library/advertiser/AR165256735093686272/creative/CR350142913839104000,Image,"EU, RO",2019-10-14,2019-10-20,CA1817630159667200
CR242347755924619264,AR169797580677447680,https://transparencyreport.google.com/political-ads/library/advertiser/AR169797580677447680/creative/CR242347755924619264,Image,US,2018-09-08,2018-09-09,CA94151180686458880
CR227280323455483904,AR170068335415787520,https://transparencyreport.google.com/political-ads/library/advertiser/AR170068335415787520/creative/CR227280323455483904,Image,"EU, SI",2019-05-16,2019-05-24,CA407773953247936512
CR292468168843067392,AR170068335415787520,https://transparencyreport.google.com/political-ads/library/advertiser/AR170068335415787520/creative/CR292468168843067392,Image,"EU, SI",2019-05-16,2019-05-24,CA407773953247936512
CR465537896124776448,AR170068335415787520,https://transparencyreport.google.com/political-ads/library/advertiser/AR170068335415787520/creative/CR465537896124776448,Image,"EU, SI",2019-05-08,2019-05-24,CA407773953247936512
CR381752636187082752,AR171972414677188608,https://transparencyreport.google.com/political-ads/library/advertiser/AR171972414677188608/creative/CR381752636187082752,Text,US,2018-09-20,2018-09-29,CA342557245680123904
CR427833168507174912,AR171972414677188608,https://transparencyreport.google.com/political-ads/library/advertiser/AR171972414677188608/creative/CR427833168507174912,Text,US,2018-08-13,2018-08-14,CA45590150134104064
CR369840664650711040,AR172202212607393792,https://transparencyreport.google.com/political-ads/library/advertiser/AR172202212607393792/creative/CR369840664650711040,Text,US,2019-09-20,2019-10-20,CA201905656670715904
CR480859590657835008,AR172216781136461824,https://transparencyreport.google.com/political-ads/library/advertiser/AR172216781136461824/creative/CR480859590657835008,Image,"EU, LT",2019-04-01,2019-04-01,CA10462128016195584
CR170582769418633216,AR174910034868699136,https://transparencyreport.google.com/political-ads/library/advertiser/AR174910034868699136/creative/CR170582769418633216,Image,US,2019-08-26,2019-09-06,CA537309067383668736
CR122566959194701824,AR175306133932605440,https://transparencyreport.google.com/political-ads/library/advertiser/AR175306133932605440/creative/CR122566959194701824,Image,US,2018-09-27,2018-10-17,"CA2205620325318656, CA136007389332635648"
CR185831758745305088,AR175306133932605440,https://transparencyreport.google.com/political-ads/library/advertiser/AR175306133932605440/creative/CR185831758745305088,Image,US,2018-10-31,2018-11-02,CA230058514460966912
CR217533977508970496,AR175306133932605440,https://transparencyreport.google.com/political-ads/library/advertiser/AR175306133932605440/creative/CR217533977508970496,Text,US,2018-10-12,2018-10-17,CA107899474080169984
CR259898160527179776,AR175306133932605440,https://transparencyreport.google.com/political-ads/library/advertiser/AR175306133932605440/creative/CR259898160527179776,Image,US,2018-08-09,2018-08-14,CA381354612977827840
CR473144042687823872,AR175306133932605440,https://transparencyreport.google.com/political-ads/library/advertiser/AR175306133932605440/creative/CR473144042687823872,Image,US,2018-09-27,2018-10-17,"CA2205620325318656, CA136007389332635648"
CR69025140968521728,AR175306133932605440,https://transparencyreport.google.com/political-ads/library/advertiser/AR175306133932605440/creative/CR69025140968521728,Text,US,2018-10-03,2018-10-29,CA67371475480346624
CR81967492339073024,AR175306133932605440,https://transparencyreport.google.com/political-ads/library/advertiser/AR175306133932605440/creative/CR81967492339073024,Image,US,2018-11-02,2018-11-02,CA163137838748008448
CR34023562687807488,AR17917091730423808,https://transparencyreport.google.com/political-ads/library/advertiser/AR17917091730423808/creative/CR34023562687807488,Text,"DE, EU",2019-04-29,2019-05-23,CA442654860127502336
CR130991692164628480,AR183859784640888832,https://transparencyreport.google.com/political-ads/library/advertiser/AR183859784640888832/creative/CR130991692164628480,Text,"DK, EU",2019-05-03,2019-05-26,CA168154360549736448
CR258759341358710784,AR183859784640888832,https://transparencyreport.google.com/political-ads/library/advertiser/AR183859784640888832/creative/CR258759341358710784,Video,"DK, EU",2019-05-08,2019-06-05,CA32778915525165056
CR295723822772912128,AR183859784640888832,https://transparencyreport.google.com/political-ads/library/advertiser/AR183859784640888832/creative/CR295723822772912128,Video,"DK, EU",2019-05-30,2019-06-05,CA71247528846163968
CR307067484236677120,AR183859784640888832,https://transparencyreport.google.com/political-ads/library/advertiser/AR183859784640888832/creative/CR307067484236677120,Video,"DK, EU",2019-05-08,2019-06-05,CA387155911203880960
CR473537118094753792,AR183859784640888832,https://transparencyreport.google.com/political-ads/library/advertiser/AR183859784640888832/creative/CR473537118094753792,Video,"DK, EU",2019-04-26,2019-05-03,CA234582455053451264
CR503479018742349824,AR183859784640888832,https://transparencyreport.google.com/political-ads/library/advertiser/AR183859784640888832/creative/CR503479018742349824,Video,"DK, EU",2019-04-26,2019-05-03,CA234582455053451264
CR51065992918335488,AR183859784640888832,https://transparencyreport.google.com/political-ads/library/advertiser/AR183859784640888832/creative/CR51065992918335488,Video,"DK, EU",2019-05-08,2019-06-05,CA32778915525165056
CR215474317352239104,AR184730322972180480,https://transparencyreport.google.com/political-ads/library/advertiser/AR184730322972180480/creative/CR215474317352239104,Text,"EU, GR",2019-06-22,2019-06-22,CA166075458939518976
CR330711932036186112,AR184730322972180480,https://transparencyreport.google.com/political-ads/library/advertiser/AR184730322972180480/creative/CR330711932036186112,Image,"EU, GR",2019-06-30,2019-07-04,CA148456884616036352
CR531852191175016448,AR184730322972180480,https://transparencyreport.google.com/political-ads/library/advertiser/AR184730322972180480/creative/CR531852191175016448,Text,"EU, GR",2019-06-22,2019-06-22,CA166075458939518976
CR84421327414362112,AR184730322972180480,https://transparencyreport.google.com/political-ads/library/advertiser/AR184730322972180480/creative/CR84421327414362112,Image,"EU, GR",2019-06-26,2019-07-04,CA166075458939518976
CR233402129321033728,AR185023617698889728,https://transparencyreport.google.com/political-ads/library/advertiser/AR185023617698889728/creative/CR233402129321033728,Text,US,2018-10-09,2018-11-04,CA270451273130573824
CR184057696733888512,AR185084640594231296,https://transparencyreport.google.com/political-ads/library/advertiser/AR185084640594231296/creative/CR184057696733888512,Image,"EU, SK",2019-04-23,2019-05-07,CA78645317955747840
CR360175545125699584,AR189320234262331392,https://transparencyreport.google.com/political-ads/library/advertiser/AR189320234262331392/creative/CR360175545125699584,Text,US,2019-08-15,2019-10-20,CA330339197594370048
CR180388214115139584,AR191075604576075776,https://transparencyreport.google.com/political-ads/library/advertiser/AR191075604576075776/creative/CR180388214115139584,Image,"DE, EU, GB, IT, RO",2019-09-27,2019-10-02,CA8052960600784896
CR225891640269602816,AR191075604576075776,https://transparencyreport.google.com/political-ads/library/advertiser/AR191075604576075776/creative/CR225891640269602816,Video,"EU, RO",2019-05-20,2019-05-21,CA452659316428636160
CR180882032274964480,AR191840040035287040,https://transparencyreport.google.com/political-ads/library/advertiser/AR191840040035287040/creative/CR180882032274964480,Image,US,2019-05-29,2019-07-03,CA167511970881208320
CR414999943665680384,AR191840040035287040,https://transparencyreport.google.com/political-ads/library/advertiser/AR191840040035287040/creative/CR414999943665680384,Image,US,2019-05-04,2019-06-03,CA299574587371290624
CR117331084823232512,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR117331084823232512,Video,US,2018-08-09,2018-08-13,CA212469626951434240
CR124818759008387072,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR124818759008387072,Text,US,2018-09-28,2018-10-12,CA515857870403665920
CR237147065925238784,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR237147065925238784,Video,US,2018-08-23,2018-08-28,CA361968023956881408
CR344688099214753792,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR344688099214753792,Text,US,2018-08-27,2018-09-25,CA235616545739374592
CR380980779024384000,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR380980779024384000,Video,US,2018-08-15,2018-08-21,CA244979986761515008
CR425612155019067392,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR425612155019067392,Video,US,2018-08-28,2018-08-29,CA95129746035179520
CR430744675297525760,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR430744675297525760,Image,US,2018-07-19,2018-08-06,CA501254156963545088
CR431523129529991168,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR431523129529991168,Video,US,2018-08-28,2018-09-03,CA75109838316634112
CR439527574180200448,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR439527574180200448,Video,US,2018-08-15,2018-08-21,CA4037406697193472
CR469034068223197184,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR469034068223197184,Video,US,2018-08-09,2018-08-13,CA464671206084182016
CR495024873836380160,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR495024873836380160,Image,US,2018-10-24,2018-10-30,CA401104040835940352
CR523518167914381312,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR523518167914381312,Image,US,2018-10-25,2018-10-31,CA427140476181676032
CR89465062128877568,AR194446432348930048,https://transparencyreport.google.com/political-ads/library/advertiser/AR194446432348930048/creative/CR89465062128877568,Video,US,2018-08-09,2018-08-13,CA156033894120947712
CR277709424263430144,AR198061076825243648,https://transparencyreport.google.com/political-ads/library/advertiser/AR198061076825243648/creative/CR277709424263430144,Video,"DK, EU",2019-05-30,2019-05-31,CA62240329591422976
CR336881016901730304,AR198061076825243648,https://transparencyreport.google.com/political-ads/library/advertiser/AR198061076825243648/creative/CR336881016901730304,Video,"DK, EU",2019-04-26,2019-05-03,CA111296415254183936
CR221960611322396672,AR201201831789985792,https://transparencyreport.google.com/political-ads/library/advertiser/AR201201831789985792/creative/CR221960611322396672,Image,US,2018-07-05,2018-07-31,CA99378258964905984
