ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list,num_of_days,impressions,spend_range_min_usd,spend_range_max_usd
CR245602585220743168,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR245602585220743168,Text,US,2019-05-14,2019-06-04,CA10968727998693376,22,≤ 10k,100,1000
CR2555265022951424,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR2555265022951424,Video,US,2018-08-09,2019-02-26,CA185496407698833408,200,10k-100k,100,1000
CR295124314057867264,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR295124314057867264,Video,US,2018-10-16,2018-10-26,CA409403154602393600,11,≤ 10k,100,1000
CR306242575637938176,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR306242575637938176,Video,US,2018-10-16,2018-11-27,CA472453549385580544,41,≤ 10k,100,1000
CR315974078177476608,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR315974078177476608,Text,US,2019-06-05,2019-07-08,CA308450669864419328,33,≤ 10k,0,100
CR317980961776074752,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR317980961776074752,Video,US,2018-09-27,2018-12-12,CA255865151876497408,77,≤ 10k,100,1000
CR32015579577581568,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR32015579577581568,Video,US,2018-10-16,2018-11-27,CA469638799618473984,41,10k-100k,100,1000
CR355135658701881344,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR355135658701881344,Video,US,2018-09-27,2018-12-12,CA345079525354242048,77,≤ 10k,100,1000
CR442215330354298880,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR442215330354298880,Video,US,2019-01-17,2019-02-26,CA296397548522831872,41,≤ 10k,100,1000
CR449063088772087808,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR449063088772087808,Image,US,2019-02-14,2019-03-11,CA93841668163239936,26,100k-1M,0,100
CR462622541043728384,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR462622541043728384,Text,US,2019-06-04,2019-07-06,CA527543754861576192,24,≤ 10k,0,100
CR494747247150366720,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR494747247150366720,Video,US,2018-09-27,2019-03-15,CA26731326694490112,167,≤ 10k,100,1000
CR496323946824597504,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR496323946824597504,Video,US,2018-09-03,2018-10-02,CA255865151876497408,30,≤ 10k,100,1000
CR536231820866355200,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR536231820866355200,Video,US,2018-08-09,2018-12-12,CA185496407698833408,122,≤ 10k,0,100
CR555653594259390464,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR555653594259390464,Video,US,2018-08-09,2018-12-12,CA26731326694490112,124,≤ 10k,0,100
CR56785377528119296,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR56785377528119296,Video,US,2018-10-16,2018-11-27,CA472453549385580544,41,10k-100k,100,1000
CR8579764109443072,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR8579764109443072,Image,US,2019-05-24,2019-05-28,CA379328762803650560,5,100k-1M,100,1000
CR95565152639778816,AR140403236820484096,https://transparencyreport.google.com/political-ads/library/advertiser/AR140403236820484096/creative/CR95565152639778816,Image,US,2018-08-14,2018-08-24,CA562659682351579136,11,10k-100k,100,1000
CR443602364272738304,AR140649527425105920,https://transparencyreport.google.com/political-ads/library/advertiser/AR140649527425105920/creative/CR443602364272738304,Image,US,2018-10-18,2018-11-06,CA488286516825554944,20,10k-100k,100,1000
CR223930936159371264,AR14302447254110208,https://transparencyreport.google.com/political-ads/library/advertiser/AR14302447254110208/creative/CR223930936159371264,Video,US,2018-06-20,2018-07-01,CA554241821329326080,12,≤ 10k,100,1000
CR81643411286786048,AR145115193901318144,https://transparencyreport.google.com/political-ads/library/advertiser/AR145115193901318144/creative/CR81643411286786048,Image,"ES, EU",2019-04-13,2019-04-17,CA131928476071493632,5,100k-1M,100,1000
CR285615737500860416,AR148284536168382464,https://transparencyreport.google.com/political-ads/library/advertiser/AR148284536168382464/creative/CR285615737500860416,Image,US,2018-10-09,2018-11-04,CA265666198526492672,27,≤ 10k,100,1000
CR227504348949643264,AR149746886633324544,https://transparencyreport.google.com/political-ads/library/advertiser/AR149746886633324544/creative/CR227504348949643264,Image,US,2018-09-20,2018-10-16,CA211952856486379520,27,10k-100k,0,100
CR235878229506785280,AR149746886633324544,https://transparencyreport.google.com/political-ads/library/advertiser/AR149746886633324544/creative/CR235878229506785280,Image,US,2018-09-17,2018-10-16,CA519745743519481856,30,100k-1M,100,1000
CR170000165694865408,AR150822483883196416,https://transparencyreport.google.com/political-ads/library/advertiser/AR150822483883196416/creative/CR170000165694865408,Image,"EU, RO",2019-04-12,2019-05-24,CA28488621153583104,38,100k-1M,100,1000
CR251832143225815040,AR15428347160952832,https://transparencyreport.google.com/political-ads/library/advertiser/AR15428347160952832/creative/CR251832143225815040,Video,US,2018-07-26,2018-07-31,CA497278322917507072,6,≤ 10k,100,1000
CR171924036165566464,AR156165835516280832,https://transparencyreport.google.com/political-ads/library/advertiser/AR156165835516280832/creative/CR171924036165566464,Image,US,2018-09-09,2018-09-13,CA204614715882602496,5,≤ 10k,0,100
CR217815452485681152,AR156165835516280832,https://transparencyreport.google.com/political-ads/library/advertiser/AR156165835516280832/creative/CR217815452485681152,Image,US,2018-10-14,2018-10-23,CA158571566957854720,10,10k-100k,0,100
CR245962950156746752,AR156165835516280832,https://transparencyreport.google.com/political-ads/library/advertiser/AR156165835516280832/creative/CR245962950156746752,Image,US,2018-10-10,2018-10-23,CA158571566957854720,14,10k-100k,100,1000
CR331062951123353600,AR156165835516280832,https://transparencyreport.google.com/political-ads/library/advertiser/AR156165835516280832/creative/CR331062951123353600,Image,US,2018-09-09,2018-09-13,CA204614715882602496,5,10k-100k,100,1000
CR375993394280792064,AR156165835516280832,https://transparencyreport.google.com/political-ads/library/advertiser/AR156165835516280832/creative/CR375993394280792064,Text,US,2018-08-09,2018-08-21,CA209091927230906368,13,≤ 10k,0,100
CR515244342915366912,AR156165835516280832,https://transparencyreport.google.com/political-ads/library/advertiser/AR156165835516280832/creative/CR515244342915366912,Text,US,2018-08-21,2018-10-25,CA19975927253434368,66,≤ 10k,100,1000
CR533440160843431936,AR156165835516280832,https://transparencyreport.google.com/political-ads/library/advertiser/AR156165835516280832/creative/CR533440160843431936,Video,US,2018-10-28,2018-11-06,CA243992625319772160,10,≤ 10k,0,100
CR216147493346344960,AR157010260446412800,https://transparencyreport.google.com/political-ads/library/advertiser/AR157010260446412800/creative/CR216147493346344960,Text,US,2018-10-25,2018-11-12,CA383273260768296960,19,≤ 10k,100,1000
CR126664839031422976,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR126664839031422976,Video,US,2018-10-16,2018-10-20,CA564495866769965056,5,10k-100k,100,1000
CR180667352629641216,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR180667352629641216,Video,US,2018-09-14,2018-09-19,CA278479907036594176,6,≤ 10k,100,1000
CR184772929047756800,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR184772929047756800,Video,US,2018-09-25,2018-10-09,CA161386316724961280,15,10k-100k,100,1000
CR198114128261283840,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR198114128261283840,Image,US,2019-09-13,2019-10-20,CA533001180826042368,38,100k-1M,100,1000
CR210622447416770560,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR210622447416770560,Image,US,2018-08-07,2018-08-13,CA146173473843052544,7,10k-100k,100,1000
CR227687967391481856,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR227687967391481856,Text,US,2018-10-24,2018-11-06,CA1170979883581440,14,≤ 10k,100,1000
CR264861905770774528,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR264861905770774528,Video,US,2018-10-04,2018-10-10,CA48233376087277568,7,10k-100k,100,1000
CR337265296215638016,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR337265296215638016,Video,US,2018-11-01,2018-11-06,CA226962289717149696,6,≤ 10k,100,1000
CR378847726466498560,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR378847726466498560,Image,US,2018-08-02,2018-08-05,CA146173473843052544,4,10k-100k,0,100
CR457238507480416256,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR457238507480416256,Video,US,2018-07-31,2018-08-07,CA143323539703857152,8,≤ 10k,0,100
CR470967009664827392,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR470967009664827392,Video,US,2018-10-09,2018-10-23,CA161386316724961280,15,10k-100k,100,1000
CR51145982389256192,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR51145982389256192,Video,US,2018-11-01,2018-11-06,CA41188805088116736,6,10k-100k,100,1000
CR516664911938453504,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR516664911938453504,Video,US,2018-05-31,2018-06-04,CA471980759385636864,4,10k-100k,100,1000
CR520253717891514368,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR520253717891514368,Video,US,2018-05-31,2018-06-04,CA438907449622134784,4,≤ 10k,100,1000
CR94634965802680320,AR157291735423123456,https://transparencyreport.google.com/political-ads/library/advertiser/AR157291735423123456/creative/CR94634965802680320,Video,US,2018-10-09,2018-10-23,CA93832322314403840,15,≤ 10k,100,1000
CR276885615176318976,AR158243912492777472,https://transparencyreport.google.com/political-ads/library/advertiser/AR158243912492777472/creative/CR276885615176318976,Image,US,2018-09-25,2018-10-26,CA547523805283614720,32,10k-100k,100,1000
CR557851243125407744,AR160549313498316800,https://transparencyreport.google.com/political-ads/library/advertiser/AR160549313498316800/creative/CR557851243125407744,Text,US,2019-07-04,2019-07-12,CA12212000771801088,9,≤ 10k,0,100
CR89044773809160192,AR162298636498108416,https://transparencyreport.google.com/political-ads/library/advertiser/AR162298636498108416/creative/CR89044773809160192,Text,US,2019-08-16,2019-10-20,CA456439987160743936,62,≤ 10k,100,1000
CR21423709189308416,AR162812108428279808,https://transparencyreport.google.com/political-ads/library/advertiser/AR162812108428279808/creative/CR21423709189308416,Video,"EU, GR",2019-06-23,2019-06-23,CA302001484411699200,1,10k-100k,100,1000
CR112019893905260544,AR169261019003092992,https://transparencyreport.google.com/political-ads/library/advertiser/AR169261019003092992/creative/CR112019893905260544,Text,US,2018-09-26,2018-11-06,CA464203363886563328,42,≤ 10k,100,1000
CR338866734901493760,AR169261019003092992,https://transparencyreport.google.com/political-ads/library/advertiser/AR169261019003092992/creative/CR338866734901493760,Text,US,2018-09-26,2018-11-06,CA305551532579880960,42,≤ 10k,0,100
CR292468168843067392,AR170068335415787520,https://transparencyreport.google.com/political-ads/library/advertiser/AR170068335415787520/creative/CR292468168843067392,Image,"EU, SI",2019-05-16,2019-05-24,CA407773953247936512,9,100k-1M,100,1000
CR213281066532732928,AR17128192137494528,https://transparencyreport.google.com/political-ads/library/advertiser/AR17128192137494528/creative/CR213281066532732928,Image,US,2018-09-27,2018-11-06,CA289877444570120192,4,10k-100k,100,1000
CR232007948577013760,AR171972414677188608,https://transparencyreport.google.com/political-ads/library/advertiser/AR171972414677188608/creative/CR232007948577013760,Text,US,2018-09-20,2018-09-29,CA533399478913204224,10,≤ 10k,100,1000
CR369840664650711040,AR172202212607393792,https://transparencyreport.google.com/political-ads/library/advertiser/AR172202212607393792/creative/CR369840664650711040,Text,US,2019-09-20,2019-10-20,CA201905656670715904,28,≤ 10k,100,1000
CR125837731409428480,AR174788813711736832,https://transparencyreport.google.com/political-ads/library/advertiser/AR174788813711736832/creative/CR125837731409428480,Text,US,2019-06-05,2019-06-07,CA24788214770302976,3,≤ 10k,100,1000
CR479639407628910592,AR174788813711736832,https://transparencyreport.google.com/political-ads/library/advertiser/AR174788813711736832/creative/CR479639407628910592,Text,US,2019-03-27,2019-03-29,CA243750183005847552,3,≤ 10k,0,100
